"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"CIM","Chimera Investment Corporation","10.25","$2.4B","2007","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cim",
"CIM^A","Chimera Investment Corporation","24.1","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cim^a",
"CIM^B","Chimera Investment Corporation","22.79","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cim^b",
"CIM^C","Chimera Investment Corporation","21.84","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cim^c",
"CIM^D","Chimera Investment Corporation","22.17","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cim^d",
"CMRX","Chimerix, Inc.","4.83","$302.52M","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cmrx",
"CAAS","China Automotive Systems, Inc.","6.24","$192.52M","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/caas",
"CBPO","China Biologic Products Holdings, Inc.","118.11","$4.58B","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/cbpo",
"CCRC","China Customer Relations Centers, Inc.","3.73","$68.37M","2015","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/ccrc",
"DL","China Distance Education Holdings Limited","9.63","$329.22M","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/dl",
"CEA","China Eastern Airlines Corporation Ltd.","21.51","$7.05B","1997","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/cea",
"JRJC","China Finance Online Co. Limited","7.99","$19.51M","2004","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/jrjc",
"CHN","China Fund, Inc. (The)","28.56","$299.24M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/chn",
"CGA","China Green Agriculture, Inc.","3.6","$22.86M","n/a","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/cga",
"HGSH","China HGS Real Estate, Inc.","1.78","$40.09M","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/hgsh",
"CIH","China Index Holdings Limited","1.97","$177.39M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/cih",
"CJJD","China Jo-Jo Drugstores, Inc.","1.01","$38.34M","n/a","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/cjjd",
"CLEU","China Liberal Education Holdings Limited","3.86","$24.45M","2020","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/cleu",
"LFC","China Life Insurance Company Limited","11.06","$62.52B","2003","Finance","Life Insurance","https://old.nasdaq.com/symbol/lfc",
"CHL","China Mobile (Hong Kong) Ltd.","28.54","$116.87B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/chl",
"CHNR","China Natural Resources, Inc.","1.38","$46.9M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/chnr",
"COE","China Online Education Group","27.11","$580.35M","2016","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/coe",
"SNP","China Petroleum & Chemical Corporation","44.6","$54B","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/snp",
"CPHI","China Pharma Holdings, Inc.","0.4458","$19.43M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cphi",
"CREG","China Recycling Energy Corporation","5.09","$15.91M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/creg",
"ZNH","China Southern Airlines Company Limited","29.65","$9.09B","1997","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/znh",
"SXTC","China SXT Pharmaceuticals, Inc.","0.3287","$19.77M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sxtc",
"CHA","China Telecom Corp Ltd","27.55","$22.3B","2002","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/cha",
"CHU","China Unicom (Hong Kong) Ltd","5.68","$17.38B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/chu",
"CXDC","China XD Plastics Company Limited","0.99","$69.84M","n/a","Capital Goods","Containers/Packaging","https://old.nasdaq.com/symbol/cxdc",
"PLIN","China Xiangtai Food Co., Ltd.","0.954","$22.79M","2019","Consumer Non-Durables","Meat/Poultry/Fish","https://old.nasdaq.com/symbol/plin",
"CYD","China Yuchai International Limited","16.34","$667.62M","1994","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cyd",
"CD","Chindata Group Holdings Limited","23.96","$8.61B","2020","n/a","n/a","https://old.nasdaq.com/symbol/cd",
"KDNY","Chinook Therapeutics, Inc.","15.86","$668.63M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/kdny",
"IMOS","ChipMOS TECHNOLOGIES INC.","24.35","$885.41M","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/imos",
"CMG","Chipotle Mexican Grill, Inc.","1386.71","$38.8B","2006","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/cmg",
"CHH","Choice Hotels International, Inc.","106.73","$5.92B","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/chh",
"COFS","ChoiceOne Financial Services, Inc.","30.81","$240.17M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cofs",
"CHPM","CHP Merger Corp.","10.26","$384.75M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/chpm",
"CHPMU","CHP Merger Corp.","10.56","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/chpmu",
"CHPMW","CHP Merger Corp.","1.3","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/chpmw",
"CDXC","ChromaDex Corporation","4.8","$296.58M","n/a","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/cdxc",
"CHSCL","CHS Inc","29.57","n/a","n/a","Consumer Services","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/chscl",
"CHSCM","CHS Inc","27.93","n/a","n/a","Consumer Services","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/chscm",
"CHSCN","CHS Inc","27.8","n/a","n/a","Consumer Services","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/chscn",
"CHSCO","CHS Inc","28.78","n/a","n/a","Consumer Services","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/chsco",
"CHSCP","CHS Inc","29.9","n/a","n/a","Consumer Services","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/chscp",
"CB","Chubb Limited","153.92","$69.47B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/cb",
"CHT","Chunghwa Telecom Co., Ltd.","38.62","$29.96B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/cht",
"CHD","Church & Dwight Company, Inc.","87.23","$21.67B","n/a","Basic Industries","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/chd",
"CCX","Churchill Capital Corp II","10.35","$1.31B","2019","Finance","Business Services","https://old.nasdaq.com/symbol/ccx",
"CCX.U","Churchill Capital Corp II","n/a","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/ccx.u",
"CCX.WS","Churchill Capital Corp II","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ccx.ws",
"CCIV","Churchill Capital Corp IV","10.01","$2.59B","2020","Finance","Business Services","https://old.nasdaq.com/symbol/cciv",
"CCIV.U","Churchill Capital Corp IV","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/cciv.u",
"CCIV.WS","Churchill Capital Corp IV","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cciv.ws",
"CCV.U","Churchill Capital Corp V","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/ccv.u",
"CHDN","Churchill Downs, Incorporated","194.79","$7.69B","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/chdn",
"CHUY","Chuy&#39;s Holdings, Inc.","26.49","$521.71M","2012","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/chuy",
"CIXX","CI Financial Corp.","12.41","$2.6B","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/cixx",
"CDTX","Cidara Therapeutics, Inc.","2","$87.88M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/cdtx",
"CIEN","Ciena Corporation","52.85","$8.17B","1997","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/cien",
"CI","Cigna Corporation","208.18","$75.21B","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/ci",
"CIIC","CIIG Merger Corp.","28.12","$909.51M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/ciic",
"CIICU","CIIG Merger Corp.","32.105","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/ciicu",
"CIICW","CIIG Merger Corp.","8.2","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/ciicw",
"CMCT","CIM Commercial Trust Corporation","14.24","$211.14M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cmct",
"CMCTP","CIM Commercial Trust Corporation","21.26","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cmctp",
"XEC","Cimarex Energy Co","37.51","$3.82B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/xec",
"CMPR","Cimpress PLC","87.74","$2.28B","n/a","Miscellaneous","Publishing","https://old.nasdaq.com/symbol/cmpr",
"CNNB","Cincinnati Bancorp, Inc.","11.95","$35.56M","2020","Finance","Savings Institutions","https://old.nasdaq.com/symbol/cnnb",
"CBB","Cincinnati Bell Inc","15.28","$774.4M","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/cbb",
"CBB^B","Cincinnati Bell Inc","49.5817","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cbb^b",
"CINF","Cincinnati Financial Corporation","87.37","$14.06B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/cinf",
"CIDM","Cinedigm Corp","0.6448","$85.8M","n/a","Consumer Services","Consumer Electronics/Video Chains","https://old.nasdaq.com/symbol/cidm",
"CNK","Cinemark Holdings Inc","17.41","$2.06B","2007","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/cnk",
"CINR","Ciner Resources LP","12.59","$248.87M","2013","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/cinr",
"CTAS","Cintas Corporation","353.46","$37.11B","1983","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/ctas",
"CIR","CIRCOR International, Inc.","38.44","$768.73M","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/cir",
"CRUS","Cirrus Logic, Inc.","82.2","$4.76B","1989","Technology","Semiconductors","https://old.nasdaq.com/symbol/crus",
"CSCO","Cisco Systems, Inc.","44.75","$189.09B","1990","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/csco",
"CIT","CIT Group Inc (DEL)","35.9","$3.54B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cit",
"CIT^B","CIT Group Inc (DEL)","26.76","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cit^b",
"CTRN","Citi Trends, Inc.","49.68","$503.7M","2005","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/ctrn",
"CCAC","CITIC Capital Acquisition Corp.","10.48","$361.56M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/ccac",
"CCAC.U","CITIC Capital Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/ccac.u",
"CCAC.WS","CITIC Capital Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ccac.ws",
"BLW","Citigroup Inc.","15.92","$568.97M","2003","Finance","Major Banks","https://old.nasdaq.com/symbol/blw",
"C","Citigroup Inc.","61.66","$128.37B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/c",
"C^J","Citigroup Inc.","28.44","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/c^j",
"C^K","Citigroup Inc.","28.71","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/c^k",
"C^N","Citigroup Inc.","28.5","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/c^n",
"C^S","Citigroup Inc.","25.56","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/c^s",
"CTXR","Citius Pharmaceuticals, Inc.","1.02","$56.69M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ctxr",
"CTXRW","Citius Pharmaceuticals, Inc.","0.2492","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ctxrw",
"CZNC","Citizens & Northern Corp","19.84","$315.26M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cznc",
"CZWI","Citizens Community Bancorp, Inc.","10.89","$121.47M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/czwi",
"CFG","Citizens Financial Group, Inc.","35.76","$15.27B","2014","Finance","Major Banks","https://old.nasdaq.com/symbol/cfg",
"CFG^D","Citizens Financial Group, Inc.","28.84","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cfg^d",
"CFG^E","Citizens Financial Group, Inc.","26.73","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cfg^e",
"CIZN","Citizens Holding Company","20.95","$117.05M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cizn",
"CIA","Citizens, Inc.","5.73","$289.48M","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/cia",
"CTXS","Citrix Systems, Inc.","130.1","$16.02B","1995","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ctxs",
"CHCO","City Holding Company","69.55","$1.1B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/chco",
"CIO","City Office REIT, Inc.","9.77","$423.99M","2014","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cio",
"CIO^A","City Office REIT, Inc.","27.24","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cio^a",
"CVEO","Civeo Corporation","13.9","$197.59M","2014","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/cveo",
"CIVB","Civista Bancshares, Inc. ","17.53","$278.98M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/civb",
"CKX","CKX Lands, Inc.","9.5149","$18.48M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/ckx",
"CCC","Clarivate Plc","29.71","$18B","2019","Technology","EDP Services","https://old.nasdaq.com/symbol/ccc",
"CLAR","Clarus Corporation","15.4","$478.37M","n/a","Consumer Non-Durables","Recreational Products/Toys","https://old.nasdaq.com/symbol/clar",
"CLNE","Clean Energy Fuels Corp.","7.86","$1.56B","2007","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/clne",
"CLH","Clean Harbors, Inc.","76.1","$4.2B","n/a","Basic Industries","Environmental Services","https://old.nasdaq.com/symbol/clh",
"CLSK","CleanSpark, Inc.","29.05","$504.14M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/clsk",
"CCO","Clear Channel Outdoor Holdings, Inc.","1.65","$771.01M","2005","Consumer Services","Advertising","https://old.nasdaq.com/symbol/cco",
"CACG","ClearBridge All Cap Growth ETF","44.0362","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cacg",
"YLDE","ClearBridge Dividend Strategy ESG ETF","36.0097","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ylde",
"EMO","ClearBridge Energy Midstream Opportunity Fund Inc.","13.43","$192.62M","2011","n/a","n/a","https://old.nasdaq.com/symbol/emo",
"LRGE","ClearBridge Large Cap Growth ESG ETF","50.0121","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lrge",
"CEM","ClearBridge MLP and Midstream Fund Inc.","16.78","$236.31M","2010","n/a","n/a","https://old.nasdaq.com/symbol/cem",
"CTR","ClearBridge MLP and Midstream Total Return Fund In","14.6","$112.13M","2012","n/a","n/a","https://old.nasdaq.com/symbol/ctr",
"CLFD","Clearfield, Inc.","24.72","$337.43M","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/clfd",
"CLRO","ClearOne, Inc.","2.27","$42.6M","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/clro",
"CLPT","ClearPoint Neuro Inc.","15.89","$249.97M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/clpt",
"CLSD","Clearside Biomedical, Inc.","2.74","$132.49M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/clsd",
"CLIR","ClearSign Technologies Corporation","2.93","$88.03M","2012","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/clir",
"CLW","Clearwater Paper Corporation","37.75","$625.64M","n/a","Basic Industries","Paper","https://old.nasdaq.com/symbol/clw",
"CWEN","Clearway Energy, Inc.","31.93","$6.44B","2015","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/cwen",
"CWEN.A","Clearway Energy, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cwen.a",
"CBLI","Cleveland BioLabs, Inc.","3.45","$44.91M","2006","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cbli",
"CLF","Cleveland-Cliffs Inc.","14.56","$6.95B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/clf",
"CLVR","Clever Leaves Holdings Inc.","8.9","$220.77M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/clvr",
"CLVRW","Clever Leaves Holdings Inc.","1.54","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/clvrw",
"CLII","Climate Change Crisis Real Impact I Acquisition Corporation","10.71","$307.91M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/clii",
"CLII.U","Climate Change Crisis Real Impact I Acquisition Corporation","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/clii.u",
"CLII.WS","Climate Change Crisis Real Impact I Acquisition Corporation","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/clii.ws",
"CLPR","Clipper Realty Inc.","7.05","$113.22M","2017","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/clpr",
"CLX","Clorox Company (The)","201.92","$25.45B","n/a","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/clx",
"CLDR","Cloudera, Inc.","13.91","$3.99B","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/cldr",
"NET","Cloudflare, Inc.","75.99","$23.35B","2019","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/net",
"GLV","Clough Global Dividend and Income Fund","10.365","$87.15M","2004","n/a","n/a","https://old.nasdaq.com/symbol/glv",
"GLQ","Clough Global Equity Fund","13.72","$181.53M","2005","n/a","n/a","https://old.nasdaq.com/symbol/glq",
"GLO","Clough Global Opportunities Fund","11.11","$358.01M","2006","n/a","n/a","https://old.nasdaq.com/symbol/glo",
"CLVS","Clovis Oncology, Inc.","4.8","$496.47M","2011","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/clvs",
"CLPS","CLPS Incorporation","3.04","$48.92M","2018","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/clps",
"CMLF","CM Life Sciences, Inc.","11.04","$611M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/cmlf",
"CMLFU","CM Life Sciences, Inc.","11.6","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/cmlfu",
"CMLFW","CM Life Sciences, Inc.","2.73","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/cmlfw",
"CCMP","CMC Materials, Inc.","151.3","$4.4B","2000","Technology","Semiconductors","https://old.nasdaq.com/symbol/ccmp",
"CME","CME Group Inc.","182.05","$65.35B","2002","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/cme",
"CMS","CMS Energy Corporation","61.01","$17.47B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/cms",
"CMS^B","CMS Energy Corporation","109.05","n/a","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/cms^b",
"CMSA","CMS Energy Corporation","28.49","n/a","2018","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/cmsa",
"CMSC","CMS Energy Corporation","28.4","n/a","2018","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/cmsc",
"CMSD","CMS Energy Corporation","27.91","n/a","2019","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/cmsd",
"CNA","CNA Financial Corporation","38.96","$10.57B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/cna",
"CCNE","CNB Financial Corporation","21.29","$358.37M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ccne",
"CCNEP","CNB Financial Corporation","26.02","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ccnep",
"CNF","CNFinance Holdings Limited","4.21","$288.73M","2018","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/cnf",
"CNHI","CNH Industrial N.V.","12.84","$17.35B","2013","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/cnhi",
"CNO","CNO Financial Group, Inc.","22.23","$3.09B","n/a","Finance","Accident &Health Insurance","https://old.nasdaq.com/symbol/cno",
"CNO^A","CNO Financial Group, Inc.","26.27","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cno^a",
"CEO","CNOOC Limited","91.65","$40.92B","2001","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/ceo",
"CNSP","CNS Pharmaceuticals, Inc.","1.78","$42.46M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cnsp",
"CNX","CNX Resources Corporation","10.8","$2.42B","1999","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/cnx",
"CCB","Coastal Financial Corporation","21","$250.97M","2018","Finance","Major Banks","https://old.nasdaq.com/symbol/ccb",
"KOF","Coca Cola Femsa S.A.B. de C.V.","46.1","$9.68B","1993","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/kof",
"KO","Coca-Cola Company (The)","54.84","$235.67B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/ko",
"COKE","Coca-Cola Consolidated, Inc.","266.27","$2.5B","1972","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/coke",
"CCEP","Coca-Cola European Partners plc","49.83","$22.65B","2016","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/ccep",
"COCP","Cocrystal Pharma, Inc.","1.36","$93.25M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cocp",
"CODA","Coda Octopus Group, Inc.","6.29","$67.63M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/coda",
"CCNC","Code Chain New Continent Limited","1.94","$56.6M","2015","Consumer Durables","Steel/Iron Ore","https://old.nasdaq.com/symbol/ccnc",
"CDXS","Codexis, Inc.","21.83","$1.39B","2010","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/cdxs",
"CODX","Co-Diagnostics, Inc.","9.3","$262.9M","2017","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/codx",
"CDAK","Codiak BioSciences, Inc.","32.3","$606.2M","2020","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/cdak",
"CVLY","Codorus Valley Bancorp, Inc","16.96","$166.13M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/cvly",
"CDE","Coeur Mining, Inc.","10.35","$2.52B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/cde",
"JVA","Coffee Holding Co., Inc.","3.84","$21.92M","2005","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/jva",
"COGT","Cogent Biosciences, Inc.","11.23","$350.4M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cogt",
"CCOI","Cogent Communications Holdings, Inc.","59.87","$2.83B","n/a","Consumer Services","Telecommunications Equipment","https://old.nasdaq.com/symbol/ccoi",
"CGNX","Cognex Corporation","80.285","$14.02B","1989","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cgnx",
"CTSH","Cognizant Technology Solutions Corporation","81.95","$43.81B","1998","Technology","EDP Services","https://old.nasdaq.com/symbol/ctsh",
"CWBR","CohBar, Inc.","1.34","$81.9M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cwbr",
"COHN","Cohen & Company Inc.","16.335","$21.8M","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/cohn",
"FOF","Cohen & Steers Closed-End Opportunity Fund, Inc.","12.42","$338.18M","2006","n/a","n/a","https://old.nasdaq.com/symbol/fof",
"CNS","Cohen & Steers Inc","74.3","$3.55B","2004","Finance","Investment Managers","https://old.nasdaq.com/symbol/cns",
"UTF","Cohen & Steers Infrastructure Fund, Inc","25.82","$2.41B","2004","n/a","n/a","https://old.nasdaq.com/symbol/utf",
"LDP","Cohen & Steers Limited Duration Preferred and Income Fund, Inc","26.6","$769.01M","2012","n/a","n/a","https://old.nasdaq.com/symbol/ldp",
"MIE","Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.","2.32","$62.42M","2013","n/a","n/a","https://old.nasdaq.com/symbol/mie",
"RQI","Cohen & Steers Quality Income Realty Fund Inc.","12.4","$1.66B","2002","n/a","n/a","https://old.nasdaq.com/symbol/rqi",
"RNP","Cohen & Steers REIT and Preferred and Income Fund,","22.83","$1.09B","2003","n/a","n/a","https://old.nasdaq.com/symbol/rnp",
"PSF","Cohen & Steers Select Preferred and Income Fund, Inc.","28.1","$337.55M","2010","n/a","n/a","https://old.nasdaq.com/symbol/psf",
"PTA","Cohen & Steers Tax-Advantaged Preferred Securities","26","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/pta",
"RFI","Cohen & Steers Total Return Realty Fund, Inc.","13.27","$347.91M","1993","n/a","n/a","https://old.nasdaq.com/symbol/rfi",
"COHR","Coherent, Inc.","150.02","$3.67B","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/cohr",
"CHRS","Coherus BioSciences, Inc.","17.38","$1.25B","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/chrs",
"CRHC","Cohn Robbins Holdings Corp.","10.41","$1.08B","2020","Finance","Business Services","https://old.nasdaq.com/symbol/crhc",
"CRHC.U","Cohn Robbins Holdings Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/crhc.u",
"CRHC.WS","Cohn Robbins Holdings Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/crhc.ws",
"COHU","Cohu, Inc.","38.18","$1.6B","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/cohu",
"CFX","Colfax Corporation","38.24","$4.53B","2008","Capital Goods","Fluid Controls","https://old.nasdaq.com/symbol/cfx",
"CFXA","Colfax Corporation","161.54","n/a","2019","Capital Goods","Fluid Controls","https://old.nasdaq.com/symbol/cfxa",
"CL","Colgate-Palmolive Company","85.51","$73.3B","n/a","Consumer Non-Durables","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/cl",
